occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-10-28,2014,October,28,Tuesday,14,Assault,Outside
2014-10-23,2014,October,23,Thursday,16,Assault,Educational
2014-10-28,2014,October,28,Tuesday,12,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,11,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,7,Break and Enter,Other
2014-10-27,2014,October,27,Monday,12,Assault,Educational
2014-10-27,2014,October,27,Monday,12,Robbery,Educational
2014-10-25,2014,October,25,Saturday,19,Assault,Outside
2014-10-28,2014,October,28,Tuesday,15,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,13,Break and Enter,House
2014-10-27,2014,October,27,Monday,8,Assault,Outside
2014-10-27,2014,October,27,Monday,8,Assault,Outside
2014-10-28,2014,October,28,Tuesday,18,Assault,Commercial
2014-10-27,2014,October,27,Monday,15,Robbery,Commercial
2014-10-28,2014,October,28,Tuesday,15,Theft Over,Outside
2014-10-28,2014,October,28,Tuesday,13,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,14,Assault,Educational
2014-10-28,2014,October,28,Tuesday,16,Assault,Other
2014-10-28,2014,October,28,Tuesday,17,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,13,Assault,Outside
2014-10-28,2014,October,28,Tuesday,10,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,9,Assault,Educational
2014-10-28,2014,October,28,Tuesday,17,Robbery,Commercial
2014-10-28,2014,October,28,Tuesday,13,Assault,Other
2014-10-29,2014,October,29,Wednesday,1,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,20,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,19,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,19,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,23,Auto Theft,House
2014-10-17,2014,October,17,Friday,15,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,23,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,7,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,15,Auto Theft,Outside
2014-09-06,2014,September,6,Saturday,17,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,7,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,7,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,9,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,9,Auto Theft,Outside
2014-10-30,2014,October,30,Thursday,2,Assault,Outside
2014-10-30,2014,October,30,Thursday,NA,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,2,Assault,Commercial
2014-10-30,2014,October,30,Thursday,NA,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,9,Break and Enter,House
2014-10-30,2014,October,30,Thursday,1,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,19,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,2,Robbery,Commercial
2014-10-30,2014,October,30,Thursday,2,Robbery,Outside
2014-10-30,2014,October,30,Thursday,2,Robbery,Outside
2014-10-30,2014,October,30,Thursday,2,Robbery,Outside
2014-10-30,2014,October,30,Thursday,4,Assault,Apartment
2014-10-30,2014,October,30,Thursday,1,Assault,Outside
2014-10-30,2014,October,30,Thursday,7,Assault,Transit
2014-10-30,2014,October,30,Thursday,7,Assault,Transit
2014-10-30,2014,October,30,Thursday,7,Assault,Transit
2014-10-29,2014,October,29,Wednesday,8,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,12,Assault,Educational
2014-10-01,2014,October,1,Wednesday,8,Theft Over,Apartment
2014-10-28,2014,October,28,Tuesday,13,Assault,Educational
2014-10-29,2014,October,29,Wednesday,18,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,10,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,18,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,11,Assault,Outside
2014-10-29,2014,October,29,Wednesday,15,Assault,Educational
2014-10-16,2014,October,16,Thursday,NA,Break and Enter,Apartment
2014-10-30,2014,October,30,Thursday,9,Break and Enter,House
2014-10-30,2014,October,30,Thursday,13,Assault,Apartment
2014-10-30,2014,October,30,Thursday,12,Robbery,Outside
2014-10-30,2014,October,30,Thursday,14,Robbery,Other
2014-10-30,2014,October,30,Thursday,14,Robbery,Other
2014-10-30,2014,October,30,Thursday,14,Robbery,Other
2014-10-30,2014,October,30,Thursday,12,Assault,Commercial
2014-10-30,2014,October,30,Thursday,15,Assault,Outside
2014-10-27,2014,October,27,Monday,23,Assault,House
2014-10-30,2014,October,30,Thursday,14,Assault,Educational
2014-10-30,2014,October,30,Thursday,18,Assault,Apartment
2014-10-30,2014,October,30,Thursday,14,Assault,Outside
2014-10-26,2014,October,26,Sunday,NA,Assault,Commercial
2014-10-30,2014,October,30,Thursday,17,Assault,Commercial
2014-10-30,2014,October,30,Thursday,20,Assault,Other
2014-10-30,2014,October,30,Thursday,20,Assault,Other
2014-10-30,2014,October,30,Thursday,20,Assault,Other
2014-10-30,2014,October,30,Thursday,13,Assault,Apartment
2014-10-30,2014,October,30,Thursday,16,Assault,Apartment
2014-10-30,2014,October,30,Thursday,21,Assault,Other
2014-10-30,2014,October,30,Thursday,21,Assault,Other
2014-10-28,2014,October,28,Tuesday,7,Break and Enter,House
2014-10-30,2014,October,30,Thursday,16,Robbery,Commercial
2014-10-30,2014,October,30,Thursday,16,Robbery,Outside
2014-10-30,2014,October,30,Thursday,7,Break and Enter,House
2014-10-18,2014,October,18,Saturday,8,Theft Over,House
2014-10-30,2014,October,30,Thursday,16,Assault,Outside
2014-10-30,2014,October,30,Thursday,17,Robbery,Outside
2014-10-27,2014,October,27,Monday,21,Theft Over,Commercial
2014-09-16,2014,September,16,Tuesday,8,Break and Enter,Apartment
2014-10-30,2014,October,30,Thursday,13,Break and Enter,House
2014-10-30,2014,October,30,Thursday,21,Assault,Apartment
2014-10-30,2014,October,30,Thursday,22,Assault,Outside
2014-10-30,2014,October,30,Thursday,22,Assault,Outside
2014-10-30,2014,October,30,Thursday,22,Assault,Commercial
2014-10-20,2014,October,20,Monday,11,Break and Enter,Apartment
2014-10-30,2014,October,30,Thursday,23,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,20,Break and Enter,Commercial
2014-10-30,2014,October,30,Thursday,7,Break and Enter,Apartment
2014-10-30,2014,October,30,Thursday,10,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,8,Assault,Outside
2014-10-21,2014,October,21,Tuesday,20,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,NA,Break and Enter,Commercial
2014-10-21,2014,October,21,Tuesday,16,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,12,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,12,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,9,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,21,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,7,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,21,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,13,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,20,Robbery,Outside
2014-10-21,2014,October,21,Tuesday,20,Robbery,Outside
2014-10-21,2014,October,21,Tuesday,20,Robbery,Outside
2014-10-21,2014,October,21,Tuesday,20,Robbery,Outside
2014-10-21,2014,October,21,Tuesday,10,Break and Enter,Apartment
2013-08-01,2013,August,1,Thursday,18,Assault,Apartment
2014-10-20,2014,October,20,Monday,11,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,22,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,21,Assault,Outside
2014-10-21,2014,October,21,Tuesday,17,Theft Over,Commercial
2014-10-21,2014,October,21,Tuesday,9,Break and Enter,House
2014-10-20,2014,October,20,Monday,21,Assault,Apartment
2014-10-20,2014,October,20,Monday,17,Assault,Apartment
2014-10-17,2014,October,17,Friday,15,Robbery,Educational
2014-10-17,2014,October,17,Friday,15,Robbery,Educational
2014-10-20,2014,October,20,Monday,22,Auto Theft,House
2014-10-20,2014,October,20,Monday,17,Auto Theft,Other
2014-10-20,2014,October,20,Monday,18,Auto Theft,House
2014-10-20,2014,October,20,Monday,17,Auto Theft,Outside
2014-10-20,2014,October,20,Monday,22,Auto Theft,House
2014-10-16,2014,October,16,Thursday,22,Auto Theft,Apartment
2014-10-20,2014,October,20,Monday,22,Auto Theft,House
2014-10-20,2014,October,20,Monday,22,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,7,Auto Theft,Outside
2014-10-17,2014,October,17,Friday,17,Auto Theft,Outside
2014-10-14,2014,October,14,Tuesday,9,Auto Theft,Outside
2014-10-21,2014,October,21,Tuesday,8,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,7,Auto Theft,Outside
2014-10-21,2014,October,21,Tuesday,18,Auto Theft,Outside
2014-10-21,2014,October,21,Tuesday,NA,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,NA,Robbery,Apartment
2014-10-21,2014,October,21,Tuesday,NA,Robbery,Apartment
2014-10-21,2014,October,21,Tuesday,21,Assault,Outside
2014-10-21,2014,October,21,Tuesday,18,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,7,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,1,Break and Enter,Commercial
2014-10-22,2014,October,22,Wednesday,2,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,NA,Assault,Outside
2014-10-22,2014,October,22,Wednesday,2,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,10,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,5,Assault,Apartment
2014-10-22,2014,October,22,Wednesday,5,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,4,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,5,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,5,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,7,Robbery,Apartment
2014-10-22,2014,October,22,Wednesday,7,Robbery,Apartment
2014-10-22,2014,October,22,Wednesday,7,Robbery,Apartment
2014-10-22,2014,October,22,Wednesday,7,Assault,Commercial
2014-10-22,2014,October,22,Wednesday,8,Assault,Outside
2014-10-22,2014,October,22,Wednesday,7,Assault,House
2014-10-14,2014,October,14,Tuesday,NA,Assault,Commercial
2014-10-21,2014,October,21,Tuesday,16,Break and Enter,Commercial
2014-10-22,2014,October,22,Wednesday,10,Break and Enter,Other
2014-10-22,2014,October,22,Wednesday,10,Assault,Outside
2014-10-16,2014,October,16,Thursday,12,Assault,House
2014-10-21,2014,October,21,Tuesday,21,Theft Over,Outside
2014-10-22,2014,October,22,Wednesday,8,Assault,House
2014-10-16,2014,October,16,Thursday,12,Assault,House
2014-10-21,2014,October,21,Tuesday,12,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,NA,Break and Enter,Commercial
2014-10-22,2014,October,22,Wednesday,11,Assault,Educational
2014-10-22,2014,October,22,Wednesday,5,Robbery,Commercial
2014-10-22,2014,October,22,Wednesday,3,Assault,Apartment
2014-10-22,2014,October,22,Wednesday,13,Assault,Outside
2014-10-22,2014,October,22,Wednesday,14,Assault,Outside
2014-10-19,2014,October,19,Sunday,21,Assault,Apartment
2014-10-22,2014,October,22,Wednesday,6,Break and Enter,Commercial
2014-10-22,2014,October,22,Wednesday,12,Break and Enter,House
2014-10-11,2014,October,11,Saturday,18,Assault,Outside
2014-10-11,2014,October,11,Saturday,NA,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,12,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,11,Break and Enter,House
2014-01-01,2014,January,1,Wednesday,15,Theft Over,Commercial
2014-10-04,2014,October,4,Saturday,2,Assault,Outside
2014-10-04,2014,October,4,Saturday,2,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,16,Robbery,Commercial
2014-10-22,2014,October,22,Wednesday,14,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,15,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,12,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,11,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,9,Break and Enter,House
2014-10-31,2014,October,31,Friday,15,Break and Enter,Commercial
2014-11-01,2014,November,1,Saturday,3,Break and Enter,Apartment
2014-11-01,2014,November,1,Saturday,14,Assault,Outside
2014-11-01,2014,November,1,Saturday,4,Assault,Outside
2014-11-01,2014,November,1,Saturday,4,Assault,Outside
2014-10-31,2014,October,31,Friday,10,Assault,House
2014-10-31,2014,October,31,Friday,23,Assault,Commercial
2014-10-31,2014,October,31,Friday,14,Break and Enter,Commercial
2014-11-05,2014,November,5,Wednesday,22,Auto Theft,House
2014-11-04,2014,November,4,Tuesday,12,Assault,House
2014-11-03,2014,November,3,Monday,10,Break and Enter,House
2014-11-01,2014,November,1,Saturday,13,Assault,Commercial
2014-10-25,2014,October,25,Saturday,2,Assault,Commercial
2014-10-31,2014,October,31,Friday,21,Break and Enter,Apartment
2014-10-31,2014,October,31,Friday,20,Break and Enter,House
2014-11-01,2014,November,1,Saturday,15,Assault,Commercial
2014-11-01,2014,November,1,Saturday,12,Robbery,Outside
2014-11-01,2014,November,1,Saturday,3,Assault,Apartment
2014-11-01,2014,November,1,Saturday,19,Assault,Outside
2014-11-01,2014,November,1,Saturday,15,Robbery,Other
2014-11-01,2014,November,1,Saturday,15,Robbery,Other
2014-11-01,2014,November,1,Saturday,16,Break and Enter,Apartment
2014-10-30,2014,October,30,Thursday,20,Assault,Apartment
2014-10-30,2014,October,30,Thursday,20,Assault,Apartment
2014-11-01,2014,November,1,Saturday,2,Assault,Outside
2014-10-31,2014,October,31,Friday,8,Break and Enter,House
2014-11-01,2014,November,1,Saturday,14,Assault,Apartment
2014-11-01,2014,November,1,Saturday,19,Assault,Apartment
2014-11-01,2014,November,1,Saturday,19,Assault,Apartment
2014-11-01,2014,November,1,Saturday,19,Assault,Apartment
2014-11-01,2014,November,1,Saturday,1,Assault,Commercial
2014-11-01,2014,November,1,Saturday,1,Assault,Commercial
2014-11-01,2014,November,1,Saturday,19,Assault,Commercial
2014-11-01,2014,November,1,Saturday,20,Assault,Apartment
2014-11-01,2014,November,1,Saturday,20,Assault,Apartment
2014-11-01,2014,November,1,Saturday,18,Assault,Commercial
2014-11-01,2014,November,1,Saturday,21,Assault,Apartment
2014-11-01,2014,November,1,Saturday,20,Assault,Apartment
2014-11-01,2014,November,1,Saturday,20,Assault,Outside
2014-11-01,2014,November,1,Saturday,22,Assault,Apartment
2014-11-01,2014,November,1,Saturday,15,Break and Enter,House
2014-11-01,2014,November,1,Saturday,19,Assault,House
2014-11-01,2014,November,1,Saturday,23,Assault,Commercial
2014-11-01,2014,November,1,Saturday,17,Break and Enter,House
2014-11-01,2014,November,1,Saturday,19,Break and Enter,House
2014-11-01,2014,November,1,Saturday,21,Assault,Commercial
2014-11-01,2014,November,1,Saturday,21,Assault,Commercial
2014-11-01,2014,November,1,Saturday,20,Assault,House
2014-11-01,2014,November,1,Saturday,23,Assault,Transit
2014-11-01,2014,November,1,Saturday,3,Assault,Outside
2014-11-01,2014,November,1,Saturday,1,Assault,Transit
2014-11-01,2014,November,1,Saturday,1,Assault,Transit
2014-10-31,2014,October,31,Friday,20,Auto Theft,Outside
2014-10-31,2014,October,31,Friday,23,Auto Theft,Outside
2014-10-01,2014,October,1,Wednesday,8,Auto Theft,Outside
2014-10-31,2014,October,31,Friday,20,Auto Theft,Outside
2014-10-31,2014,October,31,Friday,23,Auto Theft,Outside
2014-10-31,2014,October,31,Friday,12,Auto Theft,Outside
2014-11-01,2014,November,1,Saturday,19,Auto Theft,Outside
2014-11-02,2014,November,2,Sunday,1,Assault,House
2014-11-01,2014,November,1,Saturday,8,Break and Enter,Apartment
2014-11-04,2014,November,4,Tuesday,13,Auto Theft,Commercial
2014-11-02,2014,November,2,Sunday,NA,Assault,House
2014-11-02,2014,November,2,Sunday,1,Assault,Outside
2014-11-02,2014,November,2,Sunday,1,Assault,Outside
2014-11-05,2014,November,5,Wednesday,18,Assault,Apartment
2014-11-04,2014,November,4,Tuesday,23,Break and Enter,Commercial
2014-11-09,2014,November,9,Sunday,2,Assault,Apartment
2014-11-02,2014,November,2,Sunday,1,Assault,Outside
2014-11-02,2014,November,2,Sunday,2,Assault,Apartment
2014-11-02,2014,November,2,Sunday,2,Assault,Apartment
2014-11-01,2014,November,1,Saturday,15,Break and Enter,House
2014-11-02,2014,November,2,Sunday,3,Break and Enter,Commercial
2014-11-02,2014,November,2,Sunday,1,Break and Enter,Commercial
2014-11-02,2014,November,2,Sunday,2,Robbery,Commercial
2014-11-02,2014,November,2,Sunday,4,Assault,Apartment
2014-11-02,2014,November,2,Sunday,3,Assault,Apartment
2014-11-02,2014,November,2,Sunday,1,Assault,Commercial
2014-11-02,2014,November,2,Sunday,1,Assault,Commercial
2014-11-02,2014,November,2,Sunday,2,Assault,Outside
2014-11-02,2014,November,2,Sunday,1,Assault,Outside
2014-11-02,2014,November,2,Sunday,NA,Break and Enter,Commercial
2014-11-01,2014,November,1,Saturday,17,Break and Enter,House
2014-11-01,2014,November,1,Saturday,6,Robbery,Apartment
2014-11-02,2014,November,2,Sunday,1,Robbery,Outside
2014-11-02,2014,November,2,Sunday,4,Assault,Commercial
2014-11-02,2014,November,2,Sunday,5,Break and Enter,House
2014-10-31,2014,October,31,Friday,12,Assault,Educational
2014-11-02,2014,November,2,Sunday,4,Break and Enter,Commercial
2014-11-02,2014,November,2,Sunday,10,Assault,Commercial
2014-11-02,2014,November,2,Sunday,6,Break and Enter,Commercial
2014-11-02,2014,November,2,Sunday,7,Assault,Apartment
2014-11-02,2014,November,2,Sunday,11,Assault,Outside
2014-11-02,2014,November,2,Sunday,2,Break and Enter,House
2014-11-02,2014,November,2,Sunday,10,Break and Enter,House
2014-11-02,2014,November,2,Sunday,11,Assault,Outside
2014-11-02,2014,November,2,Sunday,9,Assault,Transit
2014-11-02,2014,November,2,Sunday,12,Assault,Apartment
2014-11-02,2014,November,2,Sunday,10,Break and Enter,House
2014-09-30,2014,September,30,Tuesday,NA,Assault,Apartment
2014-11-02,2014,November,2,Sunday,12,Robbery,Commercial
2014-11-01,2014,November,1,Saturday,3,Assault,Commercial
2014-11-02,2014,November,2,Sunday,14,Assault,House
2014-11-02,2014,November,2,Sunday,14,Assault,House
2014-10-16,2014,October,16,Thursday,13,Break and Enter,House
2014-11-02,2014,November,2,Sunday,13,Assault,Commercial
2014-11-02,2014,November,2,Sunday,14,Break and Enter,House
2000-02-01,2000,February,1,Tuesday,10,Auto Theft,Outside
2014-11-01,2014,November,1,Saturday,23,Break and Enter,Commercial
2014-11-04,2014,November,4,Tuesday,14,Assault,Educational
2014-11-06,2014,November,6,Thursday,22,Auto Theft,Outside
2014-11-04,2014,November,4,Tuesday,18,Break and Enter,Commercial
2014-11-09,2014,November,9,Sunday,1,Assault,Outside
2014-10-31,2014,October,31,Friday,23,Auto Theft,Outside
2014-10-31,2014,October,31,Friday,17,Break and Enter,House
2014-11-03,2014,November,3,Monday,16,Assault,Apartment
2014-06-24,2014,June,24,Tuesday,10,Auto Theft,Other
2014-11-07,2014,November,7,Friday,NA,Auto Theft,House
2014-11-04,2014,November,4,Tuesday,18,Theft Over,Outside
2014-11-05,2014,November,5,Wednesday,18,Auto Theft,Outside
2014-10-30,2014,October,30,Thursday,16,Assault,Apartment
2014-11-04,2014,November,4,Tuesday,12,Assault,Other
2014-11-06,2014,November,6,Thursday,22,Auto Theft,Outside
2014-11-09,2014,November,9,Sunday,3,Assault,Outside
1988-01-01,NA,None,NA,None,NA,Assault,Apartment
2014-11-05,2014,November,5,Wednesday,8,Break and Enter,Other
2014-11-06,2014,November,6,Thursday,9,Auto Theft,House
2014-11-03,2014,November,3,Monday,16,Assault,Outside
2014-10-28,2014,October,28,Tuesday,11,Theft Over,Transit
2014-11-03,2014,November,3,Monday,15,Auto Theft,Outside
2014-11-09,2014,November,9,Sunday,2,Assault,Transit
2014-11-05,2014,November,5,Wednesday,21,Assault,Other
2014-11-05,2014,November,5,Wednesday,8,Assault,Commercial
2014-11-05,2014,November,5,Wednesday,21,Auto Theft,House
